Aline Barros; Viva Esperança.web; 2021; 05
Tye Tribbett; Overcome.web; 2021; 05
Red Rocks; Not Afraid.web; 2021; 05
PG; Quem sou eu.web; 2021; 05
Lagoinha One; Recomece.web; 2021; 05
Gabriela Rocha; Estou Seguro.web; 2021; 01
Gabriel Guedes; Vitorioso És.web; 2021; 01
Casa Worship; Era Eu.web; 2021; 01
Andre Valadão; Confio em Ti.web; 2021; 01
Jesus Culture; Protector.web; 2021; 01
Gabriel Guedes; Glória e Aleluia.web; 2021; 09
Central 3; Cordeiro e Leão.web; 2021; 09
Relevans Music _ Déborah Ionita; Vencedor.web; 2021; 09
Fernandinho; Cristo Cordeiro De Deus.web; 2021; 09
Kim Walker; Make Room.web; 2021; 09
Mateus Brito; Tua Presença vale mais.web; 2021; 04
Phill Wickham; Casa do Senhor.web; 2021; 04
Nivea Soares _ Kari Jobe; Primeiro Amor.web; 2021; 04
Gabriela Rocha; Alfa e Omega _ Pra te Adorar.web; 2021; 04
Lagoinha One; Meu Pai.web; 2021; 04
Gabriel Guedes; Todos os Dias.web; 2021; 08
Renascer Praise; 1000 Graus; 2021; 08
Chris McClarney; On Earth As It Is In Heaven; 2021; 08
Bethel Music; Goodness of God.web; 2021; 08
Casa Worship; Atraidos pelo fogo.web; 2021; 08
Gabriel Guedes; Te desejamos.web; 2021; 10
Casa Worship; A Casa é Sua.web; 2021; 10
Israel Salazar; Caminho No Deserto.web; 2021; 10
Nívea Soares; Jireh.web; 2021; 10
Casa Worship; Faz Arder.web; 2021; 10
Adhemar de Campos; ATO 3 _ 04 _ Grande é o Senhor ORIGINAL.web; 2020; 06
DJ PV; Som da Liberdade.url; 2016; 12
Israel and New Breed; You Are Good New Season Live (Senhor Tu És Bom).url; 2016; 12
Jesus Culture; Show Me Your Glory.url; 2016; 12
Diante do Trono; Casa de Oração.url; 2016; 12
Darlene Zschech; In Jesus Name.url; 2016; 12
GSD Band; GALILEO; 2016; 12
Jesus Culture; In The River.url; 2016; 12
Nivea Soares; Deus Eterno.url; 2016; 12
Bethel Music; Jesus We Love You.url; 2016; 12
Jesus Culture; Set a Fire.url; 2016; 12
Vineyard; Sweetly Broken.url; 2016; 12
Israel Houghton; Jesus é o Centro; 2016; 12
John Mark McMillan -Heart Runs.url; undefined; 2016; 12
Jesus Culture; Miracles.url; 2016; 12
Hillsong Young; This is Living.url; 2016; 12
Marine Friesen; Oasis.url; 2016; 12
Nivea Soares; Todo olho o verá.url; 2016; 11
Marine Friesen; Alfa e Ômega.url; 2016; 11
Chris Tomlin; Our God.url; 2016; 11
Diante do trono; Anseio.url; 2016; 11
Jesus Culture; Fierce; 2016; 11
Hillsong; No other name.url; 2016; 11
Daniela Araujo; Nação da Cruz.url; 2016; 11
Nivea Soares; Filho do Deus vivo.url; 2016; 10
Ferandinho; Caia Fogo; 2016; 10
Diante do Trono; Hosana.url; 2016; 10
Jesus Culture; Teu amor não falha.url; 2016; 10
Diante do Trono; Enquanto eu viver.url; 2016; 10
Planetshakers; Dance.url; 2016; 10
Nivea Soares; Me Entrego a Ti.url; 2016; 10
Elevation Worship; O Come to the Altar.url; 2016; 10
Phil Wickham; This Is Amazing Grace.url; 2016; 10
Hillsong; What a Beautiful Name.url; 2016; 10
Thalles Roberto; Deus me ama.url; 2016; 07
Gabriela Rocha; Atos 2; 2016; 07
Bethel Church; Ever Be.url; 2016; 07
Thalles Roberto; Deus da minha vida.url; 2016; 07
Gateway; Forever Yours.url; 2016; 07
Bethel Church; You Make Me Brave.url; 2016; 07
Kari Jobe; Let the Heavens Open; 2016; 07
Jesus Culture; Rooftops (Telhados).url; 2016; 07
Kari Jobe; Forever (Pra Sempre) Live.webloc; 2016; 07
Hillsong; Oceano.webloc; 2016; 07
Hillsong; Cornestone.url; 2016; 07
Bethel Church; No Longer Slaves; 2016; 08
Bethel Church; Closer; 2016; 08
Planetshakers; The Anthem; 2016; 08
Hillsong; Real Love.url; 2016; 08
Vertical Church; Spirit of the Living God.webloc; 2016; 09
Diante do Trono; Deus Está Perto de Nós.webloc; 2016; 09
Diante do Trono; A Batalha é do Senhor.webloc; 2016; 09
Chris Tomlin; How Great Is Our God (World Edition).webloc; 2016; 09
Bethel Church; We Will Not Be Shaken.webloc; 2016; 09
Nivea Soares; Os que esperam.webloc; 2016; 09
Jesus Culture; How He Loves; 2016; 09
Bethel Curch; Our Father; 2016; 09
Elevation Worship; Here as in Heaven .webloc; 2016; 09
Kari Jobe; Healer; 2016; 09
Gateway Worship; Great, Great, God.webloc; 2016; 09
Kari Jobe; Revelation Song; 2016; 09
Newboys; We Believe.webloc; 2016; 09
Hillsong; I Surrender.webloc; 2016; 09
Hillsong; Love On the Line.url; 2017; 04
Jesus Culture; No Other Like You.url; 2017; 04
Gateway Worship; Still; 2017; 04
New Boys; You Love Never Fails.url; 2017; 04
Jesus Culture; Holy Spirit.url; 2017; 04
Bethel Church; God I Look To You.web; 2017; 04
Marcus Barreto; De Glória em Glória.url; 2017; 04
Aline Barros; Depois da Cruz.url; 2017; 04
Hillsong; Transfiguration.url; 2017; 04
Hillsong; Behold.url; 2017; 04
Covernant Worship; Risen.url; 2017; 04
Israel Alive in Asia; Risen.url; 2017; 04
Gateway Worship; Faithful God; 2017; 04
Gabriela Rocha; Me Aproximou.url; 2017; 04
Hillsong; Relentless.url; 2017; 04
Bj Putnam; Glorioso.url; 2017; 04
Ministério Avivah; Maranata; 2017; 04
Hillsong; Wonder.url; 2017; 08
Gateway; Love Has Found Us.url; 2017; 08
New Life Worship; Great I Am (O grande eu sou).url; 2017; 08
Hillsong; Spirit Break Out.url; 2017; 08
Planetshakers; This Is Our Time.url; 2017; 08
Hillsong; This is Believe.url; 2017; 08
Hilsong United; Closer than you know.url; 2017; 08
Jesus Culture; Freedom Reigns.url; 2017; 08
Fernandinho; Grandes Coisas; 2017; 08
Ana Paula Valadão -Ludmila Ferber; Eis-me aqui.url; 2017; 08
Jesus Culture; My One My All.url; 2017; 12
Passion; Even So Come.url; 2017; 12
Gabriela Rocha; Meu Salvador.url; 2017; 12
Hillsong; Anchor.web; 2017; 12
Israel Salazar; É Natal.url; 2017; 12
Bethel Music; Reckless Love.web; 2017; 12
Vineyard; Só Tenho a Ti (All I Have).url; 2017; 12
Diante do Trono; Águas do Jordão.url; 2017; 12
Gabriela Rocha; Teu santo nome.url; 2017; 12
Nívea Soares; Meu Maior Amor.url; 2017; 02
Ministério Avivah; Maranata.url; 2017; 02
New Boys; You Hold it All.url; 2017; 02
Shane & Shane; He is Exalted.url; 2017; 02
Gateway; Agnus Dei.url; 2017; 02
PlanetShakers; Endless Praise.url; 2017; 02
Sarah McMillan; King Of My Heart.url; 2017; 02
Marcos Barrientos ; Espiritu y Verdad.url; 2017; 02
Chris Tomlin; Jesus Son of God; 2017; 02
Jesus Culture; Teu Nome é Glorioso.url; 2017; 02
Darlene Zschech; Victor's Crown.url; 2017; 02
Hillsong; Wake; 2017; 02
Integrity Worship Tools; Arms Open Wide (Rendido Estou; 2017; 02
PlanetShakers; Turn it up.web; 2017; 02
Newboys; I'm free.url; 2017; 02
Fernanda Brum; O que tua glória fez comigo.web; 2017; 02
Hillsong; Broken Vessels (Amazing Grace).url; 2017; 02
Bethel Music; Praises.url; 2017; 01
Aline Barros; Vivo Estás.url; 2017; 01
Jesus Culture; Sing Out.url; 2017; 01
Hillsong; Alive.url; 2017; 01
Hillsong; Touch in the Sky.url; 2017; 01
Elevation Worship; Resurrecting.url; 2017; 01
Shane and Shane; Shout to the Lord.url; 2017; 01
Ministério Além; Tu És Bem Vindo.url; 2017; 01
Planetshakers; Nothing is Impossible versão 2.url; 2017; 01
Chris Tomlin; Awake my Soul.url; 2017; 01
Jesus Culture; Break Every Chain.url; 2017; 01
Nivea Soares; Não seremos abalados.url; 2017; 01
Planetshakers; Nothing is Impossible versão 1.url; 2017; 01
Nivea Soares; Sua Justiça Prevalecera.url; 2017; 01
Jeremy Riddle; Furious.url; 2017; 01
Kim Walker; Spirit Break Out.url; 2017; 01
Paul Baloche; Abra os olhos do meu coração; 2017; 07
Nivea Soares; Teu amor não falha.url; 2017; 07
Lindo és.url; undefined; 2017; 07
Maranata.url; undefined; 2017; 07
Kim Walker; Throne Room.url; 2017; 07
Israel Houghton; Our God Reigns (Ft. BJ Putman).url; 2017; 07
Diante do Trono; Tetelestai.url; 2017; 07
Hillsong; Unico Caminho -One Way.url; 2017; 07
Hillsong; At The Cross.url; 2017; 07
Thiago Suguihara; Bom Bom Pai.url; 2017; 07
Hillsong; Teu Nome Exaltamos.url; 2017; 07
Passion; Glorious Day.url; 2017; 07
Hillsong; Grace To Grace.url; 2017; 07
Darlene Zschech; God is here.url; 2017; 07
Hillsong; Blessed (Bem Aventurado).url; 2017; 06
Planetshakers; Here Comes the Revival.url; 2017; 06
Bruna Karla; Pai Eu Confiarei VS.url; 2017; 06
Adoração Central; Avivamento.url; 2017; 06
Jesus Culture; Walk With Me.url; 2017; 06
Hillsong; Hosanna.url; 2017; 06
Bethel Church; Be Enthroned; 2017; 06
Eyshila; Nada pode calar um adorador VS.url; 2017; 06
Gateway; Holy Holy Holy.url; 2017; 06
Hillsong; Forever Reign.url; 2017; 06
Bethel Music; Letting Go; 2017; 06
PC Baruk- Bendirei Teu Nome; Blessed Be Your Name.url; 2017; 06
Bruna Karla; Quando eu chorar VS.url; 2017; 06
Nivea Soares; O Senhor é Bom.url; 2017; 05
Israel; In Jesus Name.url; 2017; 05
André Valadão; Muralhas.url; 2017; 05
Chris Tomlin; God's Great Dance Floor.url; 2017; 05
Fernandinho; Luz do Mundo.url; 2017; 05
Israel and New Breed; No Turning Back.url; 2017; 05
Kari Jobe; On The Throne.url; 2017; 05
Gabriela Rocha; Creio em Ti; 2017; 05
Gateway; Draw me Close; 2017; 05
Israel Houghton; Your Presence is Heaven; 2017; 05
Aline Barros; Sonda-me.url; 2017; 05
Gabriela Rocha; Pra onde iremos.url; 2017; 05
Mercy Me; I Can Only Imagine; 2017; 05
Gateway; Vim para adorar-te.url; 2017; 05
Diante do Trono; O Vencedor.url; 2017; 05
Diante do Trono; Reis dos Reis.url; 2017; 05
Diante do Trono; Toma o teu lugar.url; 2017; 05
Hillsong; God is Able.url; 2017; 05
Nivea Soares; Que se abram os ceus.url; 2017; 05
Fernandinho; Adestra.url; 2017; 03
Planetshakers; Come Rigth Now.url; 2017; 03
Eli Soares; Os Anjos te Louvam.url; 2017; 03
PC Baruk; Sobre a Graça.url; 2017; 03
Bethel Church; For The Cross.url; 2017; 03
DJ PV; Me leva mais alto.url; 2017; 03
Resnacer Praise; 1000 Graus.url; 2017; 03
Central Worship; The Way.url; 2017; 03
Gateway Director; Eu Te Louvarei.url; 2017; 03
Aline Barros; Mergulhar.url; 2017; 03
Nivea Soares; Em Tua Presença.url; 2017; 03
Diante do Trono; Escudo e Proteção.url; 2017; 03
Planetshakers ; We Are Free.url; 2017; 03
Marine Friesen; Não Me Envergonharei.url; 2017; 03
G12; Una Nueva Historia.url; 2017; 03
Disco Praise; Seu Eu Me Humilhar.url; 2017; 03
Jonathan David and Melissa Helser; Abba.url; 2017; 03
Hillsong; Even When It Hurts.web; 2017; 11
Marina Friesen; Alegria do Senhor.web; 2017; 11
Israel Salazar; Deus Conosco.web; 2017; 11
Israel Houghton; Te Amo.web; 2017; 11
Gateway Worship; You Are For Me; 2017; 11
Diante do Trono; Vinho Novo.web; 2017; 10
Jesus Culture; Alleluia.web; 2017; 10
Gateway Worship; Praise Him; 2017; 10
Arieta Magrini; Haverá um amanhecer.web; 2017; 10
Elevation Worship; Yahweh.web; 2017; 10
Jesus Culture; Fill Me Up.url; 2017; 09
Planetshakers; No Other Name.url; 2017; 09
Nivea Soares; -Glória e Honra.url; 2017; 09
Nivea Soares- Pela Fé.web; undefined; 2017; 09
Bethel Church; Lion and the Lamb.url; 2017; 09
Jesus Culture; Alive in You.url; 2017; 09
Israel Salazar; Eu Quero Mais.web; 2018; 02
Arieta Magrini; Em Espirito.web; 2018; 02
Hillsong; Open Heaven.web; 2018; 02
Israel Salazar; Água viva.web; 2018; 02
Israel Salazar; Perdoados.web; 2018; 02
Israel Salazar; No Meio dos Louvores.url; 2018; 02
André Aquino; Vem Incendiar Meu Coração.url; 2018; 02
Livres para Adorar (Juliano Son); A Alegria do Senhor.url; 2018; 02
Israel and New Breed; Rez Power.web; 2018; 02
Gabi Sampaio; Ousado Amor.url; 2018; 03
Gateway Director; A Clame ao Senhor.url; 2018; 03
Gateway Director; Praise Adonai (Louve Adonai).url; 2018; 03
Hillsong; Who you say I am.url; 2018; 03
Ellos; Não Mais.url; 2018; 03
Hillsong; Salvation Is Here.url; 2018; 03
Arieta Magrini; Grande é o Senhor.url; 2018; 03
Marcus Witt; Tua Fidelidade.url; 2018; 03
Israeel salazar; Graça.url; 2018; 04
Hillsong; So Will I.url; 2018; 04
Lifeway Worship; Deus de Elias.url; 2018; 04
Marcus Witt; Teus Olhos.url; 2018; 04
Hillsong; Nosso Deus é Poderoso.url; 2018; 04
Gabi Sampaio; Tu És o Rei.url; 2018; 05
Gateway; Digno é o Senhor.url; 2018; 05
Passion; Ousado Amor.url; 2018; 05
Israel Salazar; Tudo o Que me Prometeu.url; 2018; 05
Jesus Culture; Fill Me Up; 2018; 05
Darlene Zschech; Hillsong; 2018; 05
Adhemar de Campos; Pela Fé.url; 2018; 05
Baruk; Ousado Amor.url; 2018; 05
ADAI Music; Deus Amou.url; 2018; 05
David Quinlan; Essência da adoração; 2018; 06
Mercy Me; Eu só posso imaginar.url; 2018; 06
Hungrygen Worship; Caminho no Deserto (Way Maker).url; 2018; 06
Hillsong; Heart Like Heaven.url; 2018; 06
Gateway Director; Essencia da Adoração.url; 2018; 06
Steffany Gretzinger (Bethel Music); Confident (LIVE).url; 2018; 06
Hillsong; Quem Dizes Que Eu Sou; 2018; 06
Rodrigo Soeiro; Da Minha Cruz Não Vou Descer.url; 2018; 06
Israel Salazar; Rei da Glória.url; 2018; 07
Planetshakers; The Greatest.url; 2018; 07
Israel Salazar; Graça.url; 2018; 07
Bryan & Katie Torwalt; I See Heaven.url; 2018; 07
398 cantor cristão; Sou Feliz.url; 2018; 07
Central Worship; Let it be know.url; 2018; 07
Luma Elpídio; Liberta-Me de Mim.url; 2018; 07
Mosaic; As trevas estremecem.url; 2018; 07
Hillsong United; So Wiil I.url; 2018; 07
Diante do Trono; Eu e a Minha Casa.web; 2018; 08
Lifeway Worship; Holy Holy Holy.url; 2018; 08
Hillsong Y&F; Let Go.web; 2018; 08
Hillsong Worship; So Wiil I.url; 2018; 08
Shane & Shane; Tu és Fiel Senhor.web; 2018; 08
Hillsong Worship; Love So Great.web; 2018; 08
Bethel Music; Take Courage.web; 2018; 08
Fernandinho; Luz do Mundo; 2018; 09
Israel & New Breed; Jesus the same.url; 2018; 09
Hillsong Young & Free; Love Won't Let Me Down.url; 2018; 09
Fernandinho; Galileu; 2018; 09
Diante do Trono; A Sombra do Altíssimo.url; 2018; 09
Planetshakers; Move Out Of My Way.web; 2018; 09
ADAI Louvor & Adoração; Preço de Sangue.url; 2018; 09
Jesus Culture- Not Afraid.web; undefined; 2018; 09
Alessandro Vilas Boas; Quero Conhecer Jesus.url; 2018; 09
Fernandinho; Dono do Mundo.web; 2018; 09
Central 3; Para Ti eu Vou; 2018; 09
Hillsong Worship; Love So Great.url; 2018; 10
New boys; I'm free.url; 2018; 10
Hillsong; Nosso Deus é poderoso.url; 2018; 10
Só quero ver você_VS.url; undefined; 2018; 10
Fernandinho; O hino.url; 2018; 10
Fernandinho; Yeshua.web; 2018; 10
Fernandinho; Batiza-me.url; 2018; 10
Fernandinho; Eu jamais serei o mesmo.web; 2018; 10
Diante do Trono; Por Tudo Que Tu És.web; 2018; 10
Fernandinho; Fogo Santo.url; 2018; 10
Chris Tomlin; Good Good Father.web; 2018; 10
Fernandinho; Santa Euforia.web; 2018; 10
Fernandinho; Pra Sempre.web; 2018; 10
Preto no Branco; Eu te Agradeço.url; 2018; 11
Preto no Branco; Ninguém Explica Deus.web; 2018; 11
Elevation Worship; Here Again.web; 2018; 11
Diante do Trono; Aleluia.url; 2018; 11
Planetshakers; I Came For You.web; 2018; 11
Alessandro Vilas Boas; O Fogo Nunca Dorme.url; 2018; 11
New Life Worship; I Am Free; 2018; 11
Fernandinho; Hosana.web; 2018; 11
Citizens & Saints; Silent Night; 2018; 12
Gabriela Rocha; Lugar Secreto; 2018; 12
Worship Seu; Altar; 2018; 12
Israel and New Breed; Chasing Me Down.url; 2018; 12
Newboys; God's not dead.url; 2018; 12
Fernandinho; Mais Alto.url; 2018; 12
Hillsong Worship; You Are Life; 2018; 12
Gabriela Rocha; Eu Navegarei.web; 2018; 12
Elevation Worship; Grateful; 2018; 12
Israel Salazar; Tudo o que me prometeu.web; 2018; 12
Gabriela Rocha; Ceu; 2018; 12
Diante do Trono; Aguas Purificadoras.web; 2019; 01
Morada; Uma Coisa.url; 2019; 01
Preto no Branco; Os anjos te louvam.web; 2019; 01
NewSpring Worship; My God My Father.web; 2019; 01
Hillsong Worship; So Will I (100 Billion X).web; 2019; 01
Gabriel Guedes; Ele Vem.web; 2019; 01
Hillsong Worship; Eterno Amor.web; 2019; 01
Hillsong United-  Good Grace.url; undefined; 2019; 02
Bethel Music; You Are Good.url; 2019; 02
Israel and New Breed; Sou Mais Que Vencedor.web; 2019; 02
Bethel Music; It is Well.url; 2019; 02
QUERO CONHECER JESUS; CIA. SALT.url; 2019; 02
Bethel Music; Raise a Hallelujah.web; 2019; 02
Marcos Witt feat. Coalo Zamorano; Tu Nombre Es Cristo.web; 2019; 02
Arieta Magrini; O quão lindo esse nome é.web; 2019; 02
Gabriel Guedes; Atos 2.url; 2019; 03
Preto no Branco; O Leão e a Igreja.web; 2019; 03
Uperroom; Minhas guerras; 2019; 03
Hillsong Worship; Me Lembrarei.web; 2019; 03
Christine D'Clario; Como Dijiste.url; 2019; 03
Planetshakers; I Lift Your Name Up.web; 2019; 03
Hillsong Worship; In God We Trust.url; 2019; 03
Fernandinho; Não há outro igual.web; 2019; 03
Hillsong Worship; Me Rendo.url; 2019; 03
Fernandinho; A alegria do Senhor.url; 2019; 04
Nivea Soares; Jesus.url; 2019; 04
Morada; Para que entre o rei.web; 2019; 04
Morada; Só tu és Santo.url; 2019; 04
Fernandinho; Adestra.url; 2019; 04
Build Of My Life; Passion.url; 2019; 04
Lilly Goodman; Más Grande.web; 2019; 04
Arieta Magrini; Jesus Te Entronizamos.web; 2019; 04
Kirk Franklin; Hosanna.url; 2019; 04
Morada; Uma Coisa.web; 2019; 04
Aline Barros; Ao erguermos as mãos.web; 2019; 04
PlanetShakers; Anything Can Happen.web; 2019; 05
NOSSO GENERAL É CRISTO; VS.url; 2019; 05
PlanetShakers; Alive again.url; 2019; 05
Gateway; Greater Than.web; 2019; 05
David Quinlan; Espirito Santo.web; 2019; 05
Coral Kemuel; Ele Vem.url; 2019; 05
Nivea Soares; Rocha Eterna.web; 2019; 05
Hillsong Worship; Me Lembrarei.url; 2019; 05
Gabriela Rocha; Meu coração é teu; 2019; 05
Elevation Worship; Do it again .url; 2019; 05
Adhemar de Campos e David Quinlan; Louvemos ao Senhor.url; 2019; 05
Rever Remix; Gods Great Dance Floor.web; 2019; 05
Hillsong Y&F; Let Go (Live Hillsong Conference).web; 2019; 06
Elevation Worship; Worthy.web; 2019; 06
Gabriela Rocha; Hosana.url; 2019; 06
Nívea Soares; Reina o Senhor.url; 2019; 06
Diante do Trono; Meu Redentor.web; 2019; 06
Gateway; Stand in Your Love.web; 2019; 06
André Aquino; Em Seu Nome.web; 2019; 06
Gabi Sampaio; Na Terra Como No Ceu.web; 2019; 07
Bethel Music; Victory Is Yours.web; 2019; 07
Bruna Olly; Abra os Céus.web; 2019; 07
Oseas Silva; Enche a Casa.web; 2019; 07
Nivea Soares; Grande é o Senhor.url; 2019; 07
Hillsong Y&F; Were you are (Reimagined).web; 2019; 07
Preto no Branco; Estado de Graça.url; 2019; 07
Diante do Trono; Levanto um Aleluia.web; 2019; 07
Arieta Magrini; Que os Ceus se abrem.web; 2019; 07
Tasha Cobbs; Gracefully Broken.web; 2019; 08
Unidade Cristã; Jesus.web; 2019; 08
Gateway; Open the Heavens.web; 2019; 08
Lincoln Brewster; Deep Down.web; 2019; 08
DJ PV; Casa Worship; 2019; 08
Elevation Worship; Won't Stop Now.url; 2019; 08
Bethel Music; Christ is Risen.web; 2019; 08
Morada; É tudo sobre você.web; 2019; 09
Hillsong; King of the king.web; 2019; 09
Israel Salazar; De uma ponta a outra da cruz.web; 2019; 09
Marcelo Markes; Melhor Lugar.web; 2019; 09
Leeland; Way Maker.url; 2019; 09
Hillsong United; Another In The Fire.web; 2019; 09
Elevation Worship; Echo.url; 2019; 09
Andre Aquino; Pai de Amor.web; 2019; 09
Marcelo Markes; Sinto Fluir.web; 2019; 09
Juliano Son; Tudo Novo.web; 2019; 09
Jesus Culture; Eu Sou Teu.web; 2019; 10
Renascer; Deixa o céu descer.web; 2019; 10
Influence Music; Shout to the Lord.web; 2019; 10
Aline Barros; Eternidade.web; 2019; 10
Renascer; Hosana.web; 2019; 10
Planetshakers; Escolho a Ti.web; 2019; 11
Tasha Cobbs; Your Spirit.web; 2019; 11
Diante do Trono; Sou Ester.web; 2019; 11
Gabriela Rocha; Leão.web; 2019; 11
The Worship Initiative; No Longer Slaves.web; 2019; 11
